"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"27-Jul-2023","EQ","616.40","621.25","613.10","615.15","617.00","616.55","616.65","629.55","499.35","1,74,44,742","10,75,73,20,781.55","2,26,610"
"26-Jul-2023","EQ","612.00","616.35","609.15","609.60","614.40","615.15","613.49","629.55","499.35","99,99,125","6,13,44,01,476.75","1,72,572"
"25-Jul-2023","EQ","621.80","621.80","604.20","617.65","609.90","609.60","610.43","629.55","499.35","1,85,03,305","11,29,48,99,424.10","2,82,970"
"24-Jul-2023","EQ","615.05","621.90","614.30","615.10","617.90","617.65","618.22","629.55","499.35","1,17,56,364","7,26,80,33,560.60","2,02,347"
"21-Jul-2023","EQ","610.00","619.50","609.00","610.05","615.35","615.10","616.02","629.55","482.10","2,10,40,281","12,96,12,08,006.40","2,78,392"
"20-Jul-2023","EQ","601.40","610.80","598.75","601.45","610.00","610.05","607.09","629.55","482.10","3,40,38,351","20,66,41,79,322.85","4,18,329"
"19-Jul-2023","EQ","594.65","602.40","592.00","592.35","600.85","601.45","598.20","629.55","482.10","1,75,56,585","10,50,24,35,041.00","2,29,380"
"18-Jul-2023","EQ","603.05","604.05","588.75","601.10","592.50","592.35","597.04","629.55","482.10","2,57,57,209","15,37,80,20,448.05","3,56,474"
"17-Jul-2023","EQ","587.00","602.85","584.20","584.40","602.00","601.10","594.72","629.55","482.10","1,93,78,986","11,52,51,51,182.85","2,55,411"
"14-Jul-2023","EQ","586.75","591.30","580.70","585.65","584.85","584.40","584.92","629.55","474.70","1,21,90,152","7,13,02,26,704.30","1,91,652"
"13-Jul-2023","EQ","594.90","598.00","583.35","589.25","586.00","585.65","591.82","629.55","474.70","2,00,24,503","11,85,08,04,940.95","2,92,405"
"12-Jul-2023","EQ","589.00","594.50","588.20","588.55","589.60","589.25","590.82","629.55","474.70","1,60,29,716","9,47,06,54,030.50","2,27,576"
"11-Jul-2023","EQ","595.00","595.95","587.35","592.60","589.35","588.55","591.37","629.55","474.70","1,32,21,177","7,81,86,63,062.75","2,24,137"
"10-Jul-2023","EQ","594.65","599.80","590.25","593.60","591.60","592.60","595.13","629.55","474.70","1,14,17,363","6,79,48,59,601.00","1,75,959"
"07-Jul-2023","EQ","590.00","595.50","585.50","592.50","592.50","593.60","590.44","629.55","466.85","1,17,07,209","6,91,24,13,770.85","2,20,036"
"06-Jul-2023","EQ","590.40","593.50","589.10","590.60","592.25","592.50","591.75","629.55","466.85","1,13,23,509","6,70,06,79,504.10","1,88,528"
"05-Jul-2023","EQ","589.80","593.70","588.20","589.25","591.25","590.60","590.50","629.55","466.85","1,35,98,114","8,02,97,06,202.95","2,71,617"
"04-Jul-2023","EQ","588.20","595.95","582.25","585.45","588.90","589.25","590.37","629.55","466.85","2,47,99,250","14,64,08,54,129.20","3,50,400"
"03-Jul-2023","EQ","574.50","586.35","573.90","572.85","585.40","585.45","581.26","629.55","466.85","1,54,21,985","8,96,41,44,325.90","2,11,446"
"30-Jun-2023","EQ","574.00","574.00","570.20","569.80","572.35","572.85","572.30","629.55","458.00","87,18,232","4,98,94,42,645.40","1,55,913"
"28-Jun-2023","EQ","572.25","574.00","568.55","566.10","571.00","569.80","571.17","629.55","458.00","1,80,28,934","10,29,76,58,917.65","2,43,601"
"27-Jun-2023","EQ","558.25","567.95","555.65","557.05","567.30","566.10","560.63","629.55","458.00","1,06,94,768","5,99,57,85,528.20","2,11,284"
"26-Jun-2023","EQ","556.00","558.50","554.50","554.60","557.35","557.05","556.75","629.55","458.00","83,60,264","4,65,46,18,050.30","1,64,198"
"23-Jun-2023","EQ","562.00","562.10","553.80","562.95","555.45","554.60","556.89","629.55","430.70","1,22,15,712","6,80,28,03,838.55","2,18,058"
"22-Jun-2023","EQ","566.35","569.00","561.05","566.35","562.90","562.95","564.62","629.55","430.70","1,49,79,063","8,45,74,57,302.25","1,99,200"
"21-Jun-2023","EQ","567.40","569.50","565.65","567.40","566.30","566.35","567.46","629.55","430.70","1,49,46,871","8,48,17,84,144.45","2,19,147"
"20-Jun-2023","EQ","568.85","569.45","562.55","568.85","568.00","567.40","565.75","629.55","430.70","1,45,49,152","8,23,11,66,324.45","2,16,416"
"19-Jun-2023","EQ","571.25","572.75","565.90","571.25","569.20","568.85","568.29","629.55","430.70","1,79,03,691","10,17,44,91,934.45","2,13,062"
"16-Jun-2023","EQ","568.75","574.70","567.05","566.50","570.00","571.25","570.69","629.55","430.70","1,26,60,226","7,22,50,83,719.50","1,78,755"
"15-Jun-2023","EQ","576.00","576.70","565.25","576.55","566.75","566.50","571.49","629.55","430.70","1,79,34,877","10,24,95,89,135.90","2,32,221"
"14-Jun-2023","EQ","577.00","578.55","575.25","576.40","576.35","576.55","576.96","629.55","430.70","89,48,696","5,16,30,47,228.70","1,22,388"
"13-Jun-2023","EQ","579.45","581.40","574.25","578.65","576.35","576.40","576.44","629.55","430.70","1,26,12,098","7,27,00,79,551.55","1,98,530"
"12-Jun-2023","EQ","580.00","581.50","577.70","578.70","578.55","578.65","579.37","629.55","430.70","87,86,066","5,09,03,56,083.85","1,29,364"
"09-Jun-2023","EQ","588.00","589.10","576.75","588.50","578.80","578.70","580.81","629.55","430.70","1,88,70,272","10,96,00,50,604.80","2,53,490"
"08-Jun-2023","EQ","589.95","593.95","586.35","589.20","588.00","588.50","591.21","629.55","430.70","1,59,71,917","9,44,27,24,430.85","1,40,988"
"07-Jun-2023","EQ","588.00","590.60","586.00","585.35","588.80","589.20","588.49","629.55","430.70","1,11,13,781","6,54,03,71,617.50","1,70,307"
"06-Jun-2023","EQ","588.00","588.90","583.00","587.20","586.00","585.35","585.23","629.55","430.70","1,11,99,940","6,55,45,43,425.95","1,40,444"
"05-Jun-2023","EQ","588.50","589.80","586.00","587.20","587.00","587.20","587.86","629.55","430.70","1,29,20,507","7,59,54,73,740.25","1,43,514"
"02-Jun-2023","EQ","584.70","588.90","583.00","582.75","586.60","587.20","586.45","629.55","430.70","1,13,23,908","6,64,09,01,519.45","1,57,397"
"01-Jun-2023","EQ","581.80","586.40","581.00","579.85","583.05","582.75","584.03","629.55","430.70","1,78,20,226","10,40,75,10,474.15","1,70,662"
"31-May-2023","EQ","583.80","584.80","577.50","592.80","581.00","579.85","581.09","629.55","430.70","2,87,97,643","16,73,39,58,686.45","2,09,733"
"30-May-2023","EQ","595.00","595.50","591.50","595.00","592.95","592.80","593.57","629.55","430.70","1,50,31,640","8,92,22,77,742.60","1,56,739"
"29-May-2023","EQ","590.00","596.40","588.05","586.00","594.60","595.00","593.50","629.55","430.70","1,84,32,231","10,93,96,16,927.30","3,23,484"
"26-May-2023","EQ","581.25","587.75","580.55","581.25","585.75","586.00","585.13","629.55","430.70","97,88,076","5,72,73,06,518.30","1,17,540"
"25-May-2023","EQ","582.00","582.90","577.00","582.70","580.70","581.25","580.06","629.55","430.70","1,64,79,436","9,55,91,18,791.75","1,51,117"
"24-May-2023","EQ","579.80","585.25","578.25","581.60","582.00","582.70","583.06","629.55","430.70","1,76,16,658","10,27,16,55,251.50","1,58,808"
"23-May-2023","EQ","578.90","583.70","576.80","577.15","580.30","581.60","580.66","629.55","430.70","1,61,20,548","9,36,05,57,915.40","1,54,666"
"22-May-2023","EQ","577.50","580.30","573.45","575.15","576.55","577.15","577.12","629.55","430.70","2,14,84,049","12,39,88,69,154.95","2,05,172"
"19-May-2023","EQ","579.00","586.25","569.90","574.20","575.65","575.15","576.07","629.55","430.70","4,22,93,962","24,36,42,73,546.75","3,51,340"
"18-May-2023","EQ","590.30","593.90","571.40","586.30","576.35","574.20","583.00","629.55","430.70","4,56,56,620","26,61,76,35,078.25","4,03,645"
"17-May-2023","EQ","586.00","590.50","579.50","586.30","587.20","586.30","584.82","629.55","430.70","2,37,39,774","13,88,33,95,488.50","2,51,054"
"16-May-2023","EQ","584.00","590.40","582.00","581.90","585.95","586.30","586.03","629.55","430.70","2,21,78,229","12,99,71,34,028.50","2,33,142"
"15-May-2023","EQ","578.75","584.00","574.65","578.15","582.05","581.90","581.35","629.55","430.70","1,14,10,243","6,63,33,67,008.50","1,76,477"
"12-May-2023","EQ","574.70","580.75","571.55","573.45","578.10","578.15","576.81","629.55","430.70","1,13,19,335","6,52,91,01,795.50","1,48,890"
"11-May-2023","EQ","572.20","580.00","572.00","572.20","573.70","573.45","574.59","629.55","430.70","1,60,16,715","9,20,31,23,584.55","1,83,896"
"10-May-2023","EQ","575.00","575.00","563.25","573.50","572.15","572.20","568.87","629.55","430.70","1,85,61,315","10,55,90,52,709.10","2,23,302"
"09-May-2023","EQ","585.00","586.45","572.10","583.60","573.70","573.50","576.83","629.55","430.70","1,89,59,065","10,93,61,67,606.40","2,47,801"
"08-May-2023","EQ","577.65","587.60","577.35","576.50","584.60","583.60","582.04","629.55","430.70","1,29,90,869","7,56,11,57,898.55","1,59,186"
"05-May-2023","EQ","580.20","588.25","575.05","580.00","576.45","576.50","582.81","629.55","430.70","1,81,63,461","10,58,59,37,155.00","1,82,941"
"04-May-2023","EQ","570.20","580.80","568.50","570.50","579.45","580.00","576.93","629.55","430.70","1,25,33,761","7,23,11,05,959.65","1,55,082"
"03-May-2023","EQ","570.65","575.00","569.00","575.30","569.90","570.50","572.27","629.55","430.70","96,99,527","5,55,07,86,227.05","1,51,234"
"02-May-2023","EQ","580.00","580.85","573.15","578.30","574.40","575.30","577.47","629.55","430.70","1,36,67,511","7,89,25,86,303.30","2,72,846"
"28-Apr-2023","EQ","567.80","580.45","565.50","564.75","576.10","578.30","572.14","629.55","430.70","1,61,83,423","9,25,91,24,491.90","1,72,070"
"27-Apr-2023","EQ","565.00","567.40","561.10","566.35","564.45","564.75","564.04","629.55","430.70","1,78,45,169","10,06,53,43,831.20","2,13,129"
"26-Apr-2023","EQ","562.00","567.00","556.45","561.80","567.00","566.35","562.67","629.55","430.70","2,31,43,882","13,02,24,69,078.50","1,95,651"
"25-Apr-2023","EQ","555.00","567.90","555.00","554.60","561.35","561.80","562.34","629.55","430.70","3,81,42,390","21,44,89,99,021.65","2,50,488"
"24-Apr-2023","EQ","543.80","555.55","543.50","543.15","553.80","554.60","550.47","629.55","430.70","2,33,35,611","12,84,55,92,513.85","2,10,456"
"21-Apr-2023","EQ","545.00","546.40","539.70","544.80","542.30","543.15","542.35","629.55","430.70","2,25,99,418","12,25,67,95,887.05","1,88,920"
